route_key,direction,dk_name,db_name,success,message,path_node_ids,path_node_names,path_node_roles,tn_nodes,flz_nodes_on_route,n_nodes,n_edges,n_tn_nodes,n_flz_nodes_on_route,outer_zone_nodes_on_route,n_outer_zone_nodes,total_cost,total_distance_m,min_nofly_clearance_m,nearest_flz_distance_m,flz_buffer_required,flz_buffer_ok,flz_buffer_min_distance_m,flz_buffer_forced,flz_buffer_forced_ok,flz_buffer_via,tn_hard_required,tn_hard_ok,tn_hard_count,tn_hard_forced,tn_hard_forced_ok,tn_hard_via,hard_requirement_message
DK05_to_DB02_forward_to_FLZ03_FLZ_branch,flz_branch,DK05,DB02,True,FLZ branch for DK05_to_DB02_forward; attach_node=8533; parent_direction=forward.,8533;8943;7208;9253;9151;5701;6291;8127,MIN005;MAJ009;MIN012;DK03;MAJ019;MIN002;MAJ016;FLZ03,TN_minor;TN_major;TN_minor;DK;TN_major;TN_minor;TN_major;FLZ,MIN005;MAJ009;MIN012;MAJ019;MIN002;MAJ016,FLZ03,8,7,6,1,MAJ009;MAJ019,2,13.88408473323479,7276.010708810393,100.0,0.0,,,,,,,,,,,,,
DB02_to_DK05_backward_to_FLZ03_FLZ_branch,flz_branch,DK05,DB02,True,FLZ branch for DB02_to_DK05_backward; attach_node=8533; parent_direction=backward.,8533;8943;7208;9253;9151;5701;6291;8127,MIN005;MAJ009;MIN012;DK03;MAJ019;MIN002;MAJ016;FLZ03,TN_minor;TN_major;TN_minor;DK;TN_major;TN_minor;TN_major;FLZ,MIN005;MAJ009;MIN012;MAJ019;MIN002;MAJ016,FLZ03,8,7,6,1,MAJ009;MAJ019,2,13.88408473323479,7276.010708810393,100.0,0.0,,,,,,,,,,,,,
DK05_to_DB02_outer_backup_to_FLZ04_FLZ_branch,flz_branch,DK05,DB02,True,FLZ branch for DK05_to_DB02_outer_backup; attach_node=4103; parent_direction=outer_backup.,4103;1955;4805,MIN006;MIN022;FLZ04,TN_minor;TN_minor;FLZ,MIN006;MIN022,FLZ04,3,2,2,1,,0,7.423791808956255,3490.7125191251926,111.80339887498948,0.0,,,,,,,,,,,,,
DK06_to_DB01_forward_forced_to_FLZ03_FLZ_branch,flz_branch,DK06,DB01,True,FLZ branch for DK06_to_DB01_forward_forced; attach_node=8425; parent_direction=forward.,8425;5701;7214;7213;8533;6291;8127,MAJ008;MIN002;MAJ005;DK01;MIN005;MAJ016;FLZ03,TN_major;TN_minor;TN_major;DK;TN_minor;TN_major;FLZ,MAJ008;MIN002;MAJ005;MIN005;MAJ016,FLZ03,7,6,5,1,,0,11.503306538118625,5662.585302120997,100.0,0.0,,,,,,,,,,,,,
DB01_to_DK06_backward_to_FLZ03_FLZ_branch,flz_branch,DK06,DB01,True,FLZ branch for DB01_to_DK06_backward; attach_node=8533; parent_direction=backward.,8533;8141;8943;6291;8127,MIN005;MIN015;MAJ009;MAJ016;FLZ03,TN_minor;TN_minor;TN_major;TN_major;FLZ,MIN005;MIN015;MAJ009;MAJ016,FLZ03,5,4,4,1,MAJ009,1,9.945839324015433,4243.7253692544855,100.0,0.0,,,,,,,,,,,,,
DK06_to_DB01_outer_backup_to_FLZ04_FLZ_branch,flz_branch,DK06,DB01,True,FLZ branch for DK06_to_DB01_outer_backup; attach_node=4103; parent_direction=outer_backup.,4103;2711;2811;3008;4805,MIN006;DB02;MAJ018;MIN008;FLZ04,TN_minor;DB;TN_major;TN_minor;FLZ,MIN006;MAJ018;MIN008,FLZ04,5,4,3,1,,0,8.496169558651694,3026.7410681098427,141.4213562373095,0.0,,,,,,,,,,,,,
DK06_to_DB02_forward_to_FLZ03_FLZ_branch,flz_branch,DK06,DB02,True,FLZ branch for DK06_to_DB02_forward; attach_node=8533; parent_direction=forward.,8533;8127,MIN005;FLZ03,TN_minor;FLZ,MIN005,FLZ03,2,1,1,1,,0,4.191271523034061,223.60679774997897,452.76925690687085,0.0,,,,,,,,,,,,,
DB02_to_DK06_backward_to_FLZ03_FLZ_branch,flz_branch,DK06,DB02,True,FLZ branch for DB02_to_DK06_backward; attach_node=8533; parent_direction=backward.,8533;8127,MIN005;FLZ03,TN_minor;FLZ,MIN005,FLZ03,2,1,1,1,,0,4.191271523034061,223.60679774997897,452.76925690687085,0.0,,,,,,,,,,,,,
DK06_to_DB02_outer_backup_to_FLZ04_FLZ_branch,flz_branch,DK06,DB02,True,FLZ branch for DK06_to_DB02_outer_backup; attach_node=5615; parent_direction=outer_backup.,5615;3204;7231;8026;7213;7214;9151;9253;7208;3476;1955;4805,MAJ010;MAJ012;MIN013;MAJ004;DK01;MAJ005;MAJ019;DK03;MIN012;MIN018;MIN022;FLZ04,TN_major;TN_major;TN_minor;TN_major;DK;TN_major;TN_major;DK;TN_minor;TN_minor;TN_minor;FLZ,MAJ010;MAJ012;MIN013;MAJ004;MAJ005;MAJ019;MIN012;MIN018;MIN022,FLZ04,12,11,9,1,MAJ019,1,17.32244357468918,12187.780966716662,111.80339887498948,0.0,,,,,,,,,,,,,
TA001_MAJ013_DK05_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK05,DB01,True,FLZ branch for TA001_MAJ013_DK05_to_DB01; attach_node=8425; parent_direction=ta_coverage.,8425;8026;7213;7214;5693;5292;8127,MAJ008;MAJ004;DK01;MAJ005;MIN007;MIN001;FLZ03,TN_major;TN_major;DK;TN_major;TN_minor;TN_minor;FLZ,MAJ008;MAJ004;MAJ005;MIN007;MIN001,FLZ03,7,6,5,1,,0,10.202101106068039,3342.7169585108295,250.0,0.0,,,,,,,,,,,,,
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA002_MAJ018_DK01_to_DB02; attach_node=8026; parent_direction=ta_coverage.,8026;8425;8533;8141;9104;9105;8127,MAJ004;MAJ008;MIN005;MIN015;DK05;MAJ013;FLZ03,TN_major;TN_major;TN_minor;TN_minor;DK;TN_major;FLZ,MAJ004;MAJ008;MIN005;MIN015;MAJ013,FLZ03,7,6,5,1,MAJ013,1,11.14640789183591,5435.073351269406,113.60710538722346,0.0,,,,,,,,,,,,,
TA003_MAJ015_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA003_MAJ015_DK04_to_DB01; attach_node=3058; parent_direction=ta_coverage.,3058;2956;1555;1955;4805,MAJ015;DB01;MIN020;MIN022;FLZ04,TN_major;DB;TN_minor;TN_minor;FLZ,MAJ015;MIN020;MIN022,FLZ04,5,4,3,1,,0,10.783272049427062,3089.2514307968995,86.7827747885489,0.0,,,,,,,,,,,,,
TA004_MAJ019_DK03_to_DB02_to_FLZ04_FLZ_branch,flz_branch,DK03,DB02,True,FLZ branch for TA004_MAJ019_DK03_to_DB02; attach_node=5615; parent_direction=ta_coverage.,5615;2811;2711;4805,MAJ010;MAJ018;DB02;FLZ04,TN_major;TN_major;DB;FLZ,MAJ010;MAJ018,FLZ04,4,3,2,1,,0,9.57892182551021,3624.882707225939,141.4213562373095,0.0,,,,,,,,,,,,,
TA005_MAJ004_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA005_MAJ004_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;7231;4103;3996;3476;5292;8127,MAJ004;MIN013;MIN006;MAJ022;MIN018;MIN001;FLZ03,TN_major;TN_minor;TN_minor;TN_major;TN_minor;TN_minor;FLZ,MAJ004;MIN013;MIN006;MAJ022;MIN018;MIN001,FLZ03,7,6,6,1,,0,12.09446853230308,5763.79105070036,279.76229930809086,0.0,,,,,,,,,,,,,
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA006_MAJ014_DK04_to_DB01; attach_node=3058; parent_direction=ta_coverage.,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805,MAJ015;DB01;MIN001;MIN018;MAJ022;MIN006;MIN013;MAJ004;DK01;MAJ005;MAJ017;MAJ019;DK03;MAJ010;MIN014;MAJ012;MIN008;MAJ018;DB02;FLZ04,TN_major;DB;TN_minor;TN_minor;TN_major;TN_minor;TN_minor;TN_major;DK;TN_major;TN_major;TN_major;DK;TN_major;TN_minor;TN_major;TN_minor;TN_major;DB;FLZ,MAJ015;MIN001;MIN018;MAJ022;MIN006;MIN013;MAJ004;MAJ005;MAJ017;MAJ019;MAJ010;MIN014;MAJ012;MIN008;MAJ018,FLZ04,20,19,15,1,MAJ019,1,29.9536095616652,14474.756235763405,100.0,0.0,,,,,,,,,,,,,
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA007_MAJ005_DK01_to_DB01; attach_node=7214; parent_direction=ta_coverage.,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127,MAJ005;DK01;MAJ004;MIN013;MIN006;MAJ022;MIN018;MIN001;DB01;MAJ015;MAJ003;MIN022;MIN007;MIN015;MIN003;MAJ009;MIN012;MIN002;MAJ016;FLZ03,TN_major;DK;TN_major;TN_minor;TN_minor;TN_major;TN_minor;TN_minor;DB;TN_major;TN_major;TN_minor;TN_minor;TN_minor;TN_minor;TN_major;TN_minor;TN_minor;TN_major;FLZ,MAJ005;MAJ004;MIN013;MIN006;MAJ022;MIN018;MIN001;MAJ015;MAJ003;MIN022;MIN007;MIN015;MIN003;MAJ009;MIN012;MIN002;MAJ016,FLZ03,20,19,17,1,MAJ009,1,32.37769307081747,19191.19551124801,100.0,0.0,,,,,,,,,,,,,
TA009_MAJ003_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA009_MAJ003_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;7213;7214;7208;5701;6291;8127,MAJ004;DK01;MAJ005;MIN012;MIN002;MAJ016;FLZ03,TN_major;DK;TN_major;TN_minor;TN_minor;TN_major;FLZ,MAJ004;MAJ005;MIN012;MIN002;MAJ016,FLZ03,7,6,5,1,,0,11.288627995012181,3798.891637270369,100.0,0.0,,,,,,,,,,,,,
TA010_MAJ007_DK06_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK06,DB01,True,FLZ branch for TA010_MAJ007_DK06_to_DB01; attach_node=3996; parent_direction=ta_coverage.,3996;4103;3615;4805,MAJ022;MIN006;MIN014;FLZ04,TN_major;TN_minor;TN_minor;FLZ,MAJ022;MIN006;MIN014,FLZ04,4,3,3,1,,0,8.46763581527173,2443.136792462545,111.80339887498948,0.0,,,,,,,,,,,,,
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK06,DB01,True,FLZ branch for TA011_MAJ006_DK06_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;8533;8425;5693;6728;6291;8127,MAJ004;MIN005;MAJ008;MIN007;MAJ017;MAJ016;FLZ03,TN_major;TN_minor;TN_major;TN_minor;TN_major;TN_major;FLZ,MAJ004;MIN005;MAJ008;MIN007;MAJ017;MAJ016,FLZ03,7,6,6,1,,0,12.748522572087714,6276.925074503475,100.0,0.0,,,,,,,,,,,,,
TA013_MAJ008_DK06_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK06,DB01,True,FLZ branch for TA013_MAJ008_DK06_to_DB01; attach_node=8425; parent_direction=ta_coverage.,8425;8533;8026;7214;7213;8943;6291;8127,MAJ008;MIN005;MAJ004;MAJ005;DK01;MAJ009;MAJ016;FLZ03,TN_major;TN_minor;TN_major;TN_major;DK;TN_major;TN_major;FLZ,MAJ008;MIN005;MAJ004;MAJ005;MAJ009;MAJ016,FLZ03,8,7,6,1,MAJ009,1,10.993766204927372,5301.341791622402,100.0,0.0,,,,,,,,,,,,,
TA014_MAJ017_DK01_to_DB02_to_FLZ03_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA014_MAJ017_DK01_to_DB02; attach_node=8026; parent_direction=ta_coverage.,8026;7214;7213;8943;6291;8127,MAJ004;MAJ005;DK01;MAJ009;MAJ016;FLZ03,TN_major;TN_major;DK;TN_major;TN_major;FLZ,MAJ004;MAJ005;MAJ009;MAJ016,FLZ03,6,5,4,1,MAJ009,1,9.126416053382446,4678.530160672402,100.0,0.0,,,,,,,,,,,,,
TA015_MAJ010_DK01_to_DB02_to_FLZ01_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA015_MAJ010_DK01_to_DB02; attach_node=3204; parent_direction=ta_coverage.,3204;3615;3406,MAJ012;MIN014;FLZ01,TN_major;TN_minor;FLZ,MAJ012;MIN014,FLZ01,3,2,2,1,,0,6.879208404640235,767.1183818789534,111.80339887498948,0.0,,,,,,,,,,,,,
TA016_MAJ011_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA016_MAJ011_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;7231;6728;9151;9253;5292;6291;8127,MAJ004;MIN013;MAJ017;MAJ019;DK03;MIN001;MAJ016;FLZ03,TN_major;TN_minor;TN_major;TN_major;DK;TN_minor;TN_major;FLZ,MAJ004;MIN013;MAJ017;MAJ019;MIN001;MAJ016,FLZ03,8,7,6,1,MAJ019,1,12.991593479655375,6559.1839707710205,100.0,0.0,,,,,,,,,,,,,
TA017_MAJ012_DK01_to_DB02_to_FLZ01_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA017_MAJ012_DK01_to_DB02; attach_node=3204; parent_direction=ta_coverage.,3204;3406,MAJ012;FLZ01,TN_major;FLZ,MAJ012,FLZ01,2,1,1,1,,0,4.539023009062812,100.0,380.7886552931954,0.0,,,,,,,,,,,,,
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA018_MAJ020_DK04_to_DB01; attach_node=2956; parent_direction=ta_coverage.,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805,DB01;MAJ003;MIN014;MIN018;MAJ005;DK01;MAJ004;MIN005;MAJ008;MIN015;FLZ04,DB;TN_major;TN_minor;TN_minor;TN_major;DK;TN_major;TN_minor;TN_major;TN_minor;FLZ,MAJ003;MIN014;MIN018;MAJ005;MAJ004;MIN005;MAJ008;MIN015,FLZ04,11,10,8,1,,0,16.726120146849592,10453.416374532662,100.0,0.0,,,,,,,,,,,,,
TA019_MAJ016_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA019_MAJ016_DK01_to_DB01; attach_node=7214; parent_direction=ta_coverage.,7214;7213;8026;8533;5292;3058;2956;1555;4479;3008;3204;6728;8127,MAJ005;DK01;MAJ004;MIN005;MIN001;MAJ015;DB01;MIN020;MAJ011;MIN008;MAJ012;MAJ017;FLZ03,TN_major;DK;TN_major;TN_minor;TN_minor;TN_major;DB;TN_minor;TN_major;TN_minor;TN_major;TN_major;FLZ,MAJ005;MAJ004;MIN005;MIN001;MAJ015;MIN020;MAJ011;MIN008;MAJ012;MAJ017,FLZ03,13,12,10,1,,0,19.92173883552266,11704.247438304503,86.7827747885489,0.0,,,,,,,,,,,,,
TA020_MAJ009_DK03_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK03,DB01,True,FLZ branch for TA020_MAJ009_DK03_to_DB01; attach_node=8943; parent_direction=ta_coverage.,8943;7208;9253;9151;6291;8127,MAJ009;MIN012;DK03;MAJ019;MAJ016;FLZ03,TN_major;TN_minor;DK;TN_major;TN_major;FLZ,MAJ009;MIN012;MAJ019;MAJ016,FLZ03,6,5,4,1,MAJ009;MAJ019,2,10.262553002600672,6308.254946473578,100.0,0.0,,,,,,,,,,,,,
TA021_MAJ022_DK01_to_DB02_to_FLZ03_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA021_MAJ022_DK01_to_DB02; attach_node=8026; parent_direction=ta_coverage.,8026;6728;8127,MAJ004;MAJ017;FLZ03,TN_major;TN_major;FLZ,MAJ004;MAJ017,FLZ03,3,2,2,1,,0,5.369206819684195,2018.3858884981198,509.9019513592785,0.0,,,,,,,,,,,,,
TA022_MIN001_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA022_MIN001_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;6728;8127,MAJ004;MAJ017;FLZ03,TN_major;TN_major;FLZ,MAJ004;MAJ017,FLZ03,3,2,2,1,,0,5.369206819684195,2018.3858884981198,509.9019513592785,0.0,,,,,,,,,,,,,
TA023_MIN002_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA023_MIN002_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;6728;8127,MAJ004;MAJ017;FLZ03,TN_major;TN_major;FLZ,MAJ004;MAJ017,FLZ03,3,2,2,1,,0,5.369206819684195,2018.3858884981198,509.9019513592785,0.0,,,,,,,,,,,,,
TA024_MIN003_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA024_MIN003_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;6728;8127,MAJ004;MAJ017;FLZ03,TN_major;TN_major;FLZ,MAJ004;MAJ017,FLZ03,3,2,2,1,,0,5.369206819684195,2018.3858884981198,509.9019513592785,0.0,,,,,,,,,,,,,
TA025_MIN004_DK05_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK05,DB01,True,FLZ branch for TA025_MIN004_DK05_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;6728;8127,MAJ004;MAJ017;FLZ03,TN_major;TN_major;FLZ,MAJ004;MAJ017,FLZ03,3,2,2,1,,0,5.369206819684195,2018.3858884981198,509.9019513592785,0.0,,,,,,,,,,,,,
TA026_MIN005_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA026_MIN005_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;6728;8127,MAJ004;MAJ017;FLZ03,TN_major;TN_major;FLZ,MAJ004;MAJ017,FLZ03,3,2,2,1,,0,5.369206819684195,2018.3858884981198,509.9019513592785,0.0,,,,,,,,,,,,,
TA027_MIN006_DK01_to_DB02_to_FLZ01_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA027_MIN006_DK01_to_DB02; attach_node=3204; parent_direction=ta_coverage.,3204;3996;1555;4494;2711;2811;3008;3615;3406,MAJ012;MAJ022;MIN020;MAJ003;DB02;MAJ018;MIN008;MIN014;FLZ01,TN_major;TN_major;TN_minor;TN_major;DB;TN_major;TN_minor;TN_minor;FLZ,MAJ012;MAJ022;MIN020;MAJ003;MAJ018;MIN008;MIN014,FLZ01,9,8,7,1,,0,16.194130793717896,6874.736877872746,82.07381501496761,0.0,,,,,,,,,,,,,
TA028_MIN007_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA028_MIN007_DK01_to_DB01; attach_node=8533; parent_direction=ta_coverage.,8533;8026;7214;7213;6708;7231;6291;8127,MIN005;MAJ004;MAJ005;DK01;MIN003;MIN013;MAJ016;FLZ03,TN_minor;TN_major;TN_major;DK;TN_minor;TN_minor;TN_major;FLZ,MIN005;MAJ004;MAJ005;MIN003;MIN013;MAJ016,FLZ03,8,7,6,1,,0,10.867940202194536,4837.342365762836,100.0,0.0,,,,,,,,,,,,,
TA029_MIN008_DK01_to_DB02_to_FLZ03_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA029_MIN008_DK01_to_DB02; attach_node=8026; parent_direction=ta_coverage.,8026;7214;7213;6708;7231;6291;8127,MAJ004;MAJ005;DK01;MIN003;MIN013;MAJ016;FLZ03,TN_major;TN_major;DK;TN_minor;TN_minor;TN_major;FLZ,MAJ004;MAJ005;MIN003;MIN013;MAJ016,FLZ03,7,6,5,1,,0,10.109604179003213,4568.0841254061115,100.0,0.0,,,,,,,,,,,,,
TA031_MIN010_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA031_MIN010_DK04_to_DB01; attach_node=3058; parent_direction=ta_coverage.,3058;2956;4103;2711;2811;3008;4805,MAJ015;DB01;MIN006;DB02;MAJ018;MIN008;FLZ04,TN_major;DB;TN_minor;DB;TN_major;TN_minor;FLZ,MAJ015;MIN006;MAJ018;MIN008,FLZ04,7,6,4,1,,0,11.334015186840048,4979.604768700369,100.0,0.0,,,,,,,,,,,,,
TA032_MIN011_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA032_MIN011_DK04_to_DB01; attach_node=3865; parent_direction=ta_coverage.,3865;1555;1955;4805,MIN011;MIN020;MIN022;FLZ04,TN_minor;TN_minor;TN_minor;FLZ,MIN011;MIN020;MIN022,FLZ04,4,3,3,1,,0,10.039057706638365,3384.2765753133954,100.0,0.0,,,,,,,,,,,,,
TA033_MIN012_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA033_MIN012_DK01_to_DB01; attach_node=7214; parent_direction=ta_coverage.,7214;7213;8026;6708;8533;8722;8719;8413;9104;9105;8127,MAJ005;DK01;MAJ004;MIN003;MIN005;MAJ007;DK06;MAJ006;DK05;MAJ013;FLZ03,TN_major;DK;TN_major;TN_minor;TN_minor;TN_major;DK;TN_major;DK;TN_major;FLZ,MAJ005;MAJ004;MIN003;MIN005;MAJ007;MAJ006;MAJ013,FLZ03,11,10,7,1,MAJ007;MAJ013,2,14.371052799897075,5803.076143760363,97.53916592266384,0.0,,,,,,,,,,,,,
TA034_MIN013_DK01_to_DB02_to_FLZ04_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA034_MIN013_DK01_to_DB02; attach_node=5615; parent_direction=ta_coverage.,5615;8425;6728;3204;3996;2711;2811;4805,MAJ010;MAJ008;MAJ017;MAJ012;MAJ022;DB02;MAJ018;FLZ04,TN_major;TN_major;TN_major;TN_major;TN_major;DB;TN_major;FLZ,MAJ010;MAJ008;MAJ017;MAJ012;MAJ022;MAJ018,FLZ04,8,7,6,1,,0,13.205611701723079,8959.960525181963,141.4213562373095,0.0,,,,,,,,,,,,,
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,flz_branch,DK01,DB02,True,FLZ branch for TA035_MIN014_DK01_to_DB02; attach_node=3204; parent_direction=ta_coverage.,3204;3996;2711;2811;4805;3406,MAJ012;MAJ022;DB02;MAJ018;FLZ04;FLZ01,TN_major;TN_major;DB;TN_major;FLZ;FLZ,MAJ012;MAJ022;MAJ018,FLZ04;FLZ01,6,5,3,2,,0,16.332547286696197,5174.708946281717,141.4213562373095,0.0,,,,,,,,,,,,,
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,flz_branch,DK03,DB02,True,FLZ branch for TA036_MIN015_DK03_to_DB02; attach_node=5615; parent_direction=ta_coverage.,5615;2711;2811;4805,MAJ010;DB02;MAJ018;FLZ04,TN_major;DB;TN_major;FLZ,MAJ010;MAJ018,FLZ04,4,3,2,1,,0,7.182588685409286,3625.2515967119916,141.4213562373095,0.0,,,,,,,,,,,,,
TA037_MIN018_DK01_to_DB01_to_FLZ03_FLZ_branch,flz_branch,DK01,DB01,True,FLZ branch for TA037_MIN018_DK01_to_DB01; attach_node=8026; parent_direction=ta_coverage.,8026;7214;7213;6708;8943;7208;5693;6291;8127,MAJ004;MAJ005;DK01;MIN003;MAJ009;MIN012;MIN007;MAJ016;FLZ03,TN_major;TN_major;DK;TN_minor;TN_major;TN_minor;TN_minor;TN_major;FLZ,MAJ004;MAJ005;MIN003;MAJ009;MIN012;MIN007;MAJ016,FLZ03,9,8,7,1,MAJ009,1,13.784905409627456,5785.640875867803,100.0,0.0,,,,,,,,,,,,,
TA038_MIN016_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA038_MIN016_DK04_to_DB01; attach_node=3058; parent_direction=ta_coverage.,3058;2956;4494;4479;3008;3615;4805,MAJ015;DB01;MAJ003;MAJ011;MIN008;MIN014;FLZ04,TN_major;DB;TN_major;TN_major;TN_minor;TN_minor;FLZ,MAJ015;MAJ003;MAJ011;MIN008;MIN014,FLZ04,7,6,5,1,,0,13.38370610532549,6075.126094856223,100.0,0.0,,,,,,,,,,,,,
TA041_MIN020_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA041_MIN020_DK04_to_DB01; attach_node=3865; parent_direction=ta_coverage.,3865;4103;3204;3008;3615;4805,MIN011;MIN006;MAJ012;MIN008;MIN014;FLZ04,TN_minor;TN_minor;TN_major;TN_minor;TN_minor;FLZ,MIN011;MIN006;MAJ012;MIN008;MIN014,FLZ04,6,5,5,1,,0,11.726112019338846,4348.8191412315955,111.80339887498948,0.0,,,,,,,,,,,,,
TA043_MIN022_DK04_to_DB01_to_FLZ04_FLZ_branch,flz_branch,DK04,DB01,True,FLZ branch for TA043_MIN022_DK04_to_DB01; attach_node=3865; parent_direction=ta_coverage.,3865;4103;3204;3008;3615;4805,MIN011;MIN006;MAJ012;MIN008;MIN014;FLZ04,TN_minor;TN_minor;TN_major;TN_minor;TN_minor;FLZ,MIN011;MIN006;MAJ012;MIN008;MIN014,FLZ04,6,5,5,1,,0,11.726112019338846,4348.8191412315955,111.80339887498948,0.0,,,,,,,,,,,,,
